,date,ADX,SMA,RSI,MACD,MACD_Hist,MACD_Signal,open,high,low,close,adjusted close,volume,dividend amount,split coefficient,Target
2658,2008-09-15,46.3562,155.7710,15.9264,-6.0285,-2.8552,-3.1733,142.0300,147.6900,140.3600,140.3600,17.7698,32879800,0.0000,1.0000,13.3261
2659,2008-09-16,50.0842,153.1400,15.6653,-6.8795,-2.9650,-3.9146,133.8600,142.5000,132.1500,139.8800,17.7090,42851300,0.0000,1.0000,14.3895
2660,2008-09-17,53.6536,149.2270,10.7497,-8.4291,-3.6116,-4.8175,138.4900,138.5100,127.8300,127.8300,16.1834,42873400,0.0000,1.0000,13.8147
2661,2008-09-18,57.1420,146.5140,24.4363,-9.0477,-3.3842,-5.6635,130.5700,140.0000,120.6800,134.0900,16.9760,59866200,0.0000,1.0000,12.6728
2662,2008-09-19,58.1626,144.5870,36.2672,-8.8852,-2.5774,-6.3078,142.6000,144.2000,136.3100,140.9100,17.8394,51102700,0.0000,1.0000,12.2892
2663,2008-09-22,59.5508,141.9000,28.9788,-9.4432,-2.5083,-6.9349,139.9400,140.2500,130.6600,131.0500,16.5911,30596900,0.0000,1.0000,12.4247
2664,2008-09-23,61.0843,139.4160,26.4564,-10.1086,-2.5389,-7.5697,131.8500,135.8000,126.6600,126.8400,16.0581,45727300,0.0000,1.0000,11.2878
2665,2008-09-24,62.5672,137.1260,29.4856,-10.3656,-2.2367,-8.1288,127.2700,130.9500,125.1500,128.7100,16.2949,37393400,0.0000,1.0000,11.3675
2666,2008-09-25,62.0799,135.0540,34.6366,-10.1919,-1.6504,-8.5414,129.8000,134.7900,128.5200,131.9300,16.7025,35930200,0.0000,1.0000,11.2346
2667,2008-09-26,62.2418,132.9840,31.6891,-10.2340,-1.3541,-8.8800,124.9100,129.8000,123.0000,128.2400,16.2354,40230400,0.0000,1.0000,12.2550
2668,2008-09-29,63.8045,129.4740,19.9448,-11.9836,-2.4829,-9.5007,119.6200,119.6800,100.5900,105.2600,13.3261,93644900,0.0000,1.0000,13.9591
2669,2008-09-30,65.2109,126.8520,30.4184,-12.5477,-2.4376,-10.1101,108.2500,115.0000,106.3000,113.6600,14.3895,58095800,0.0000,1.0000,13.1767
2670,2008-10-01,66.4767,124.9810,28.2026,-13.2088,-2.4790,-10.7298,111.9200,112.3600,107.3900,109.1200,13.8147,46303000,0.0000,1.0000,12.4006
2671,2008-10-02,67.9480,121.5820,24.2957,-14.2958,-2.8528,-11.4430,108.0100,108.7900,100.0000,100.1000,12.6728,57477300,0.0000,1.0000,12.8994
2672,2008-10-03,69.4749,117.1980,23.1013,-15.2262,-3.0265,-12.1996,104.0000,106.5000,94.6500,97.0700,12.2892,81942800,0.0000,1.0000,12.3310
2673,2008-10-06,71.0793,113.9070,24.5566,-15.6963,-2.7973,-12.8990,91.9600,98.7800,87.5400,98.1400,12.4247,75264900,0.0000,1.0000,12.4626
2674,2008-10-07,71.5008,110.1390,20.8730,-16.6020,-2.9625,-13.6396,100.4800,101.5000,88.9500,89.1600,11.2878,67099000,0.0000,1.0000,11.5828
2675,2008-10-08,72.0496,106.2470,21.7875,-17.0723,-2.7461,-14.3261,85.9125,96.3300,85.6800,89.7900,11.3675,78847900,0.0000,1.0000,12.2639
2676,2008-10-09,72.5435,101.9280,21.3310,-17.3299,-2.4030,-14.9269,93.3500,95.8000,86.6000,88.7400,11.2346,57763700,0.0000,1.0000,12.4360
2677,2008-10-10,71.2522,98.7840,33.2594,-16.6912,-1.4115,-15.2797,85.7000,100.0000,85.0000,96.8000,12.2550,79260700,0.0000,1.0000,12.2018
2678,2008-10-13,66.6647,99.2840,47.9139,-14.9269,0.2822,-15.2092,104.5500,110.5300,101.0200,110.2600,13.9591,54967000,0.0000,1.0000,11.6587
2679,2008-10-14,61.0650,98.3260,43.0874,-13.8675,1.0733,-14.9408,116.2600,116.4000,103.1400,104.0800,13.1767,70749800,0.0000,1.0000,12.6487
2680,2008-10-15,56.9581,97.2090,38.7818,-13.3685,1.2579,-14.6264,103.8400,107.0000,97.8900,97.9500,12.4006,56577700,0.0000,1.0000,13.2362
2681,2008-10-16,54.2190,97.3880,42.8595,-12.5108,1.6924,-14.2033,99.7700,103.4300,91.7400,101.8900,12.8994,70732900,0.0000,1.0000,14.0578
2682,2008-10-17,52.5451,97.4210,39.5259,-12.0545,1.7190,-13.7735,99.6000,102.0400,85.8850,97.4000,12.3310,62936700,0.0000,1.0000,13.6210
2683,2008-10-20,51.0386,97.4510,40.7127,-11.4766,1.8375,-13.3141,99.7800,100.0300,93.6400,98.4400,12.4626,55327500,0.0000,1.0000,13.5413
2684,2008-10-21,50.0296,97.6840,35.5346,-11.4475,1.4933,-12.9408,96.9500,97.9000,91.1600,91.4900,11.5828,78345000,0.0000,1.0000,14.0515
2685,2008-10-22,48.0379,98.3920,41.8913,-10.8651,1.6606,-12.5257,97.3700,101.2500,92.9300,96.8700,12.2639,80314600,0.0000,1.0000,13.0779
2686,2008-10-23,46.4243,99.3410,43.4574,-10.1764,1.8794,-12.0558,96.5100,99.2500,91.9000,98.2300,12.4360,59836800,0.0000,1.0000,12.5462
2687,2008-10-24,45.2927,99.2990,41.7565,-9.6685,1.9098,-11.5784,90.3300,97.9000,90.1100,96.3800,12.2018,56787800,0.0000,1.0000,12.4373
2688,2008-10-27,44.2743,97.4820,37.9313,-9.5026,1.6606,-11.1632,95.0700,97.6300,91.8600,92.0900,11.6587,43170400,0.0000,1.0000,12.1385
2689,2008-10-28,42.2057,97.0650,47.6452,-8.6405,2.0182,-10.6587,95.4300,100.5000,92.3700,99.9100,12.6487,58361900,0.0000,1.0000,11.9980
2690,2008-10-29,38.4666,97.7250,52.5418,-7.4965,2.5298,-10.0262,100.8600,109.5400,99.9400,104.5500,13.2362,69677800,0.0000,1.0000,11.4093
2691,2008-10-30,35.7643,98.6400,58.5646,-5.9970,3.2234,-9.2204,108.2300,112.1900,107.6100,111.0400,14.0578,58503200,0.0000,1.0000,12.2094
2692,2008-10-31,32.5825,99.6590,54.4808,-5.0291,3.3531,-8.3821,107.4000,110.7800,105.1400,107.5900,13.6210,59277000,0.0000,1.0000,11.4245
2693,2008-11-03,29.6315,100.5110,53.7208,-4.2637,3.2948,-7.5584,105.9300,109.1000,104.8600,106.9600,13.5413,37783500,0.0000,1.0000,11.1586
2694,2008-11-04,27.7735,102.4610,57.8957,-3.2939,3.4116,-6.7055,109.9900,111.7900,106.6700,110.9900,14.0515,49952900,0.0000,1.0000,11.3827
2695,2008-11-05,25.1259,103.1040,48.6000,-3.1101,2.8764,-5.9864,108.9100,109.7200,102.9900,103.3000,13.0779,44873400,0.0000,1.0000,10.9244
2696,2008-11-06,24.1594,103.1910,44.2851,-3.2656,2.1767,-5.4423,101.0500,102.7800,98.0000,99.1000,12.5462,47109800,0.0000,1.0000,10.1901
2697,2008-11-07,23.8636,103.3770,43.4083,-3.4189,1.6187,-5.0376,99.2400,99.8500,95.7200,98.2400,12.4373,39116200,0.0000,1.0000,10.4547
2698,2008-11-10,23.9032,103.7560,40.9369,-3.6882,1.0795,-4.7677,100.1700,100.4000,94.5000,95.8800,12.1385,40136500,0.0000,1.0000,11.7676
2699,2008-11-11,24.4944,103.2420,39.7540,-3.9458,0.6575,-4.6033,94.8100,97.1700,92.2600,94.7700,11.9980,43733500,0.0000,1.0000,11.4954
2700,2008-11-12,25.5577,101.7990,35.0413,-4.4736,0.1038,-4.5774,92.4300,93.2400,90.0100,90.1200,11.4093,42106300,0.0000,1.0000,12.0271
2701,2008-11-13,27.3564,100.3390,44.9047,-4.3319,0.1964,-4.5283,89.8700,96.4400,86.0200,96.4400,12.2094,66217400,0.0000,1.0000,11.7321
2702,2008-11-14,28.9752,98.6040,38.5280,-4.6662,-0.1103,-4.5559,93.7600,93.9900,90.0000,90.2400,11.4245,50188100,0.0000,1.0000,11.2587
2703,2008-11-17,30.9917,96.7220,36.5734,-5.0424,-0.3892,-4.6532,88.4800,90.5500,87.2600,88.1400,11.1586,41518800,0.0000,1.0000,11.7068
2704,2008-11-18,32.5474,94.6140,39.4502,-5.1385,-0.3883,-4.7502,89.6400,90.9900,86.8600,89.9100,11.3827,43203400,0.0000,1.0000,12.1411
2705,2008-11-19,34.0957,92.9130,35.7640,-5.4440,-0.5550,-4.8890,89.4400,91.5800,86.2100,86.2900,10.9244,41853600,0.0000,1.0000,11.5726
2706,2008-11-20,36.6711,91.0520,30.6634,-6.0840,-0.9560,-5.1280,85.2400,86.4500,80.0000,80.4900,10.1901,61314800,0.0000,1.0000,11.9005
2707,2008-11-21,39.1248,89.4860,34.4088,-6.3493,-0.9771,-5.3723,81.9300,84.1200,79.1400,82.5800,10.4547,56045400,0.0000,1.0000,12.6247
2708,2008-11-24,36.2079,89.1930,49.4597,-5.6577,-0.2283,-5.4293,85.2100,94.7900,84.8400,92.9500,11.7676,51509200,0.0000,1.0000,12.6677
2709,2008-11-25,33.5827,88.7960,46.9765,-5.2228,0.1652,-5.3880,94.6300,94.7099,88.1600,90.8000,11.4954,44117600,0.0000,1.0000,12.4335
2710,2008-11-26,31.0058,89.2840,52.1870,-4.4875,0.7204,-5.2079,89.9200,95.2500,89.8500,95.0000,12.0271,32137000,0.0000,1.0000,12.0271
2711,2008-11-28,28.6866,88.9070,49.2064,-4.0461,0.9294,-4.9756,94.7000,94.7600,91.8600,92.6700,11.7321,10634800,0.0000,1.0000,12.4411
2712,2008-12-01,27.6655,88.7760,44.6576,-3.9526,0.8184,-4.7710,91.3000,92.2700,88.9230,88.9300,11.2587,32991700,0.0000,1.0000,11.9955
2713,2008-12-02,27.5280,89.2090,49.5614,-3.5519,0.9753,-4.5271,90.0300,92.6500,86.5000,92.4700,11.7068,41025800,0.0000,1.0000,12.0816
2714,2008-12-03,25.6871,89.8080,53.9539,-2.9238,1.2827,-4.2065,89.4000,96.2300,88.8000,95.9000,12.1411,47810000,0.0000,1.0000,11.2878
2715,2008-12-04,24.0303,90.3200,47.8881,-2.7566,1.1599,-3.9165,94.4300,95.2100,89.0600,91.4100,11.5726,38977500,0.0000,1.0000,11.3220
2716,2008-12-05,22.6236,91.6710,51.3907,-2.3876,1.2231,-3.6107,90.3500,94.4900,88.8600,94.0000,11.9005,37278400,0.0000,1.0000,11.3941
2717,2008-12-08,22.0664,93.3850,58.2730,-1.6149,1.5966,-3.2116,97.2800,100.8000,95.8000,99.7200,12.6247,42326500,0.0000,1.0000,10.8548
2718,2008-12-09,22.4611,94.0960,58.6595,-0.9641,1.7980,-2.7621,98.3950,103.6000,97.2100,100.0600,12.6677,42982000,0.0000,1.0000,10.9358
2719,2008-12-10,22.4441,94.8370,55.5483,-0.5907,1.7371,-2.3278,97.8700,99.4900,96.5000,98.2100,12.4335,33501700,0.0000,1.0000,10.7662
2720,2008-12-11,23.0104,94.8370,50.3952,-0.5476,1.4242,-1.9718,97.3500,101.2400,94.8300,95.0000,12.0271,37164900,0.0000,1.0000,10.8637
2721,2008-12-12,22.2578,95.3970,55.1089,-0.2466,1.3801,-1.6267,92.8000,99.0000,92.5300,98.2700,12.4411,37184800,0.0000,1.0000,10.9649
2722,2008-12-15,21.5805,95.9790,49.4847,-0.2889,1.0703,-1.3592,95.9900,96.2100,93.0000,94.7500,11.9955,31848500,0.0000,1.0000,10.9244
2723,2008-12-16,21.0899,96.2750,50.5675,-0.2644,0.8758,-1.1402,93.9800,96.4800,92.7500,95.4300,12.0816,39053800,0.0000,1.0000,10.8054
2724,2008-12-17,19.8231,95.6010,41.4618,-0.7424,0.3182,-1.0607,91.0300,91.1000,88.0200,89.1600,11.2878,46209300,0.0000,1.0000,11.4891
2725,2008-12-18,18.6830,95.4030,41.9618,-1.0869,-0.0210,-1.0659,89.3100,90.8300,88.4400,89.4300,11.3220,30622000,0.0000,1.0000,11.9740
2726,2008-12-19,17.5903,95.0030,43.1019,-1.2990,-0.1865,-1.1125,90.1300,90.9400,88.8000,90.0000,11.3941,28640000,0.0000,1.0000,11.7765
2727,2008-12-22,18.4801,93.6050,37.0570,-1.7901,-0.5421,-1.2480,90.0200,90.0300,84.6900,85.7400,10.8548,30169300,0.0000,1.0000,11.5220
2728,2008-12-23,19.2809,92.2370,38.4969,-2.1035,-0.6844,-1.4191,86.8700,87.8700,85.9000,86.3800,10.9358,22679700,0.0000,1.0000,11.7359
2729,2008-12-24,20.5609,90.9200,36.5517,-2.4319,-0.8102,-1.6217,86.1400,86.2500,84.5500,85.0400,10.7662,9690500,0.0000,1.0000,11.4675
2730,2008-12-26,20.8112,90.0010,38.5346,-2.6001,-0.7827,-1.8174,86.6400,87.4200,85.2400,85.8100,10.8637,11011600,0.0000,1.0000,11.2245
2731,2008-12-29,20.8791,88.8350,40.6750,-2.6384,-0.6568,-1.9816,86.5200,87.6200,85.0700,86.6100,10.9649,24500000,0.0000,1.0000,11.1042
2732,2008-12-30,20.5797,87.9890,40.0551,-2.6639,-0.5459,-2.1180,87.4200,88.0500,84.7200,86.2900,10.9244,34557200,0.0000,1.0000,10.8029
2733,2008-12-31,20.3102,86.9810,38.1570,-2.7285,-0.4884,-2.2401,85.9700,87.7400,85.3400,85.3500,10.8054,21697900,0.0000,1.0000,10.5560
2734,2009-01-02,19.0773,87.1400,52.5185,-2.3172,-0.0617,-2.2556,85.8800,91.0400,85.1600,90.7500,11.4891,26643400,0.0000,1.0000,10.4231
2735,2009-01-05,20.5004,87.6550,59.8638,-1.6631,0.4740,-2.1371,93.1700,96.1800,92.7100,94.5800,11.9740,42200300,0.0000,1.0000,9.9002
2736,2009-01-06,22.1520,87.9570,55.9469,-1.2561,0.7048,-1.9609,95.9500,97.1700,92.3900,93.0200,11.7765,46046800,0.0000,1.0000,10.4864
2737,2009-01-07,22.0304,88.4840,51.1551,-1.0832,0.7021,-1.7853,91.8100,92.5000,90.2600,91.0100,11.5220,26894600,0.0000,1.0000,11.1865
2738,2009-01-08,22.2236,89.1160,54.7738,-0.8006,0.7878,-1.5884,90.4300,93.1500,90.0400,92.7000,11.7359,24053600,0.0000,1.0000,11.1865
2739,2009-01-09,22.5101,89.6700,49.6471,-0.7392,0.6793,-1.4186,93.2100,93.3800,90.1400,90.5800,11.4675,19530200,0.0000,1.0000,11.3485
2740,2009-01-12,20.8108,89.9550,45.3735,-0.8358,0.4662,-1.3020,90.4600,90.9900,87.5500,88.6600,11.2245,22061300,0.0000,1.0000,11.4865
2741,2009-01-13,18.9646,90.0650,43.3233,-0.9778,0.2594,-1.2372,88.2400,89.7399,86.3500,87.7100,11.1042,28514200,0.0000,1.0000,11.9258
2742,2009-01-14,18.2905,89.9690,38.4830,-1.2677,-0.0245,-1.2433,86.2400,87.2500,84.7200,85.3300,10.8029,36488000,0.0000,1.0000,11.7739
2743,2009-01-15,19.8213,89.7720,34.9302,-1.6360,-0.3142,-1.3218,80.5600,84.1200,80.0500,83.3800,10.5560,65415500,0.0000,1.0000,11.4106
2744,2009-01-16,21.0009,88.9300,33.1018,-1.9897,-0.5343,-1.4554,84.3000,84.3800,80.4000,82.3300,10.4231,37415200,0.0000,1.0000,11.5853
2745,2009-01-20,22.8998,87.2920,26.9392,-2.5735,-0.8945,-1.6790,81.9300,82.0000,78.2000,78.2000,9.9002,32854100,0.0000,1.0000,11.7714
2746,2009-01-21,23.8863,86.2730,40.6926,-2.6323,-0.7626,-1.8697,79.4500,82.8800,79.3100,82.8300,10.4864,38902500,0.0000,1.0000,11.8436
2747,2009-01-22,22.4289,86.0080,52.5473,-2.2072,-0.2700,-1.9372,88.0000,90.0000,85.8200,88.3600,11.1865,50340300,0.0000,1.0000,12.2120
2748,2009-01-23,21.1173,85.5740,52.5473,-1.8490,0.0706,-1.9195,86.8100,89.8700,86.5000,88.3600,11.1865,27277500,0.0000,1.0000,12.6247
2749,2009-01-26,20.4538,85.4800,55.1113,-1.4452,0.3795,-1.8247,88.8800,90.9700,88.3000,89.6400,11.3485,24722800,0.0000,1.0000,12.9779
2750,2009-01-27,20.1331,85.6870,57.2946,-1.0253,0.6394,-1.6648,90.1900,91.5500,89.7400,90.7300,11.4865,22072800,0.0000,1.0000,12.3854
2751,2009-01-28,21.3008,86.3360,63.5633,-0.4079,1.0055,-1.4134,92.1500,95.0000,91.5000,94.2000,11.9258,30764500,0.0000,1.0000,12.2575
2752,2009-01-29,22.3518,87.1030,60.1696,-0.0153,1.1185,-1.1338,93.0900,94.3400,92.6000,93.0000,11.7739,21168900,0.0000,1.0000,12.5677
2753,2009-01-30,21.4491,87.7780,52.6933,0.0636,0.9579,-0.8943,92.6200,93.6200,90.0100,90.1300,11.4106,23267100,0.0000,1.0000,12.5538
2754,2009-02-02,19.9273,88.6960,55.6382,0.2347,0.9032,-0.6685,89.1000,92.0000,88.9000,91.5100,11.5853,19937400,0.0000,1.0000,11.9676
2755,2009-02-03,19.3040,90.1740,58.6824,0.4834,0.9215,-0.4381,91.9200,93.3800,90.2800,92.9800,11.7714,21403900,0.0000,1.0000,11.9474
2756,2009-02-04,20.0838,91.2460,59.8689,0.7182,0.9250,-0.2069,93.2400,96.2500,93.1000,93.5500,11.8436,28872200,0.0000,1.0000,11.4751
2757,2009-02-05,21.1992,92.0560,65.4904,1.1261,1.0664,0.0597,92.7700,97.2500,92.6200,96.4600,12.2120,26758800,0.0000,1.0000,11.5460
2758,2009-02-06,23.2189,93.1920,70.6142,1.6929,1.3065,0.3863,97.0000,100.0000,97.0000,99.7200,12.6247,24543200,0.0000,1.0000,11.0080
2759,2009-02-09,25.9267,94.4790,74.2497,2.3402,1.5631,0.7771,101.1650,103.0000,99.5000,102.5100,12.9779,25536100,0.0000,1.0000,11.4258
2760,2009-02-10,26.5498,95.1890,60.3368,2.4474,1.3362,1.1112,101.1700,102.5100,97.0600,97.8300,12.3854,30323600,0.0000,1.0000,11.5410
2761,2009-02-11,26.2357,95.4510,57.7424,2.4229,1.0494,1.3735,96.3500,98.3100,95.7700,96.8200,12.2575,24106200,0.0000,1.0000,11.2916
2762,2009-02-12,26.5342,96.0780,62.1312,2.5716,0.9584,1.6131,95.8300,99.7500,95.8300,99.2700,12.5677,29185300,0.0000,1.0000,11.3068
2763,2009-02-13,26.8807,96.9810,61.8110,2.6500,0.8295,1.8205,99.1100,99.9400,98.1200,99.1600,12.5538,21749200,0.0000,1.0000,11.1333
2764,2009-02-17,24.6171,97.2830,49.8048,2.3118,0.3931,1.9188,96.7900,97.0400,94.2800,94.5300,11.9676,24222800,0.0000,1.0000,11.1878
2765,2009-02-18,22.5866,97.4220,49.4361,2.0078,0.0712,1.9366,95.0300,95.8500,92.7200,94.3700,11.9474,24456400,0.0000,1.0000,11.5422
2766,2009-02-19,22.0261,97.1310,41.4817,1.4492,-0.3899,1.8391,93.3700,94.2500,90.1100,90.6400,11.4751,32957300,0.0000,1.0000,11.2473
2767,2009-02-20,22.0104,96.6050,43.0113,1.0396,-0.6396,1.6792,89.4000,92.4000,89.0000,91.2000,11.5460,26797000,0.0000,1.0000,10.7991
2768,2009-02-23,22.9962,95.3280,35.2430,0.3679,-1.0490,1.4169,91.6000,92.0000,86.5100,86.9500,11.0080,28106500,0.0000,1.0000,10.5218
2769,2009-02-24,23.8834,94.1020,43.9732,0.1007,-1.0530,1.1537,87.4475,90.8900,87.0000,90.2500,11.4258,28825200,0.0000,1.0000,11.2204
2770,2009-02-25,23.1771,93.4350,46.1957,-0.0372,-0.9527,0.9155,89.8600,92.9200,89.2500,91.1600,11.5410,29751900,0.0000,1.0000,11.7334
2771,2009-02-26,22.6895,92.6720,42.1718,-0.3020,-0.9740,0.6720,92.0000,92.9200,88.9600,89.1900,11.2916,22495300,0.0000,1.0000,12.1980
2772,2009-02-27,22.9109,91.6760,42.5107,-0.4964,-0.9348,0.4383,87.9100,91.3000,87.6700,89.3100,11.3068,25237800,0.0000,1.0000,12.1449
2773,2009-03-02,23.1102,90.5540,39.5689,-0.7524,-0.9526,0.2002,89.3100,91.2000,87.6700,87.9400,11.1333,27533200,0.0000,1.0000,12.0803
2774,2009-03-03,23.2895,89.9380,40.9929,-0.9101,-0.8882,-0.0219,88.8300,90.7400,87.8800,88.3700,11.1878,25869300,0.0000,1.0000,12.6171
2775,2009-03-04,21.5955,89.6180,49.5880,-0.7999,-0.6224,-0.1775,90.2400,92.7700,89.4500,91.1700,11.5422,26478700,0.0000,1.0000,12.8526
2776,2009-03-05,20.7751,89.4380,43.7022,-0.8903,-0.5702,-0.3200,90.2500,91.8700,88.4500,88.8400,11.2473,25246400,0.0000,1.0000,12.8652
2777,2009-03-06,22.9669,88.8480,36.4073,-1.2334,-0.7307,-0.5027,88.3400,88.4000,82.3300,85.3000,10.7991,36112400,0.0000,1.0000,12.8614
2778,2009-03-09,24.9395,88.4640,32.6599,-1.6628,-0.9281,-0.7347,84.1200,87.6000,82.5700,83.1100,10.5218,24939200,0.0000,1.0000,13.6299
2779,2009-03-10,25.3339,88.3018,47.7228,-1.5402,-0.6444,-0.8958,84.8700,89.1700,84.3600,88.6275,11.2204,30152100,0.0000,1.0000,13.5248
2780,2009-03-11,23.1508,88.4538,55.7927,-1.1033,-0.1660,-0.9373,89.9000,94.0700,89.5800,92.6800,11.7334,30227600,0.0000,1.0000,13.4818
2781,2009-03-12,22.3934,89.1698,61.7362,-0.4556,0.3853,-0.8410,92.9703,96.5800,92.0000,96.3500,12.1980,27444900,0.0000,1.0000,13.9097
2782,2009-03-13,21.9921,89.8318,60.6985,0.0235,0.6916,-0.6681,96.3000,97.2000,95.0100,95.9300,12.1449,21470300,0.0000,1.0000,13.5273
2783,2009-03-16,21.0737,90.5798,59.3525,0.3579,0.8208,-0.4629,96.4500,97.3900,94.1800,95.4200,12.0803,28473000,0.0000,1.0000,13.2286
2784,2009-03-17,21.3507,91.7088,66.2633,0.9541,1.1335,-0.1795,95.2600,99.6900,95.0700,99.6600,12.6171,28094500,0.0000,1.0000,13.3083
2785,2009-03-18,23.0328,92.7438,68.8451,1.5586,1.3905,0.1681,99.9100,103.4800,99.7200,101.5200,12.8526,28429900,0.0000,1.0000,13.7603
2786,2009-03-19,24.5466,94.0218,68.9869,2.0225,1.4835,0.5390,101.9100,103.2000,100.2500,101.6200,12.8652,17863600,0.0000,1.0000,14.2692
2787,2009-03-20,25.9091,95.6508,68.8824,2.3605,1.4572,0.9033,102.0900,103.1100,100.5700,101.5900,12.8614,24842400,0.0000,1.0000,14.6845
2788,2009-03-23,28.7173,98.1058,76.7867,3.0827,1.7435,1.3392,102.7100,108.1600,101.7500,107.6600,13.6299,23799900,0.0000,1.0000,14.9959
2789,2009-03-24,31.5540,99.9260,73.9334,3.5471,1.7663,1.7808,106.3600,109.4400,105.3872,106.8300,13.5248,22879000,0.0000,1.0000,14.5592
2790,2009-03-25,32.8218,101.3070,72.7038,3.8434,1.6501,2.1933,107.5800,108.3600,103.8600,106.4900,13.4818,23093500,0.0000,1.0000,14.7263
2791,2009-03-26,34.4532,102.6590,76.9401,4.3014,1.6865,2.6149,107.8300,109.9800,107.5800,109.8700,13.9097,22009000,0.0000,1.0000,15.1377
2792,2009-03-27,34.9305,103.7510,66.6682,4.3703,1.4043,2.9660,108.2300,108.5300,106.4000,106.8500,13.5273,17602600,0.0000,1.0000,15.2200
2793,2009-03-30,32.6912,104.6580,59.7427,4.1862,0.9762,3.2100,104.5100,105.0100,102.6100,104.4900,13.2286,17957000,0.0000,1.0000,14.9782
2794,2009-03-31,31.7306,105.2040,60.9461,4.0445,0.6676,3.3769,105.4500,107.4500,105.0000,105.1200,13.3083,20360000,0.0000,1.0000,14.8934
2795,2009-04-01,31.4693,105.9210,67.1318,4.1722,0.6362,3.5360,104.0900,109.0000,103.8900,108.6900,13.7603,21049000,0.0000,1.0000,15.3757
2796,2009-04-02,32.9659,107.0300,72.5681,4.5454,0.8075,3.7379,110.1450,114.7500,109.7800,112.7100,14.2692,29013100,0.0000,1.0000,15.6251
2797,2009-04-03,34.6405,108.4700,76.1450,5.0477,1.0478,3.9998,114.1900,116.1300,113.5200,115.9900,14.6845,22722900,0.0000,1.0000,15.2555
2798,2009-04-06,36.7224,109.5490,78.4831,5.5799,1.2640,4.3158,114.9400,118.7500,113.2800,118.4500,14.9959,23502300,0.0000,1.0000,15.4150
2799,2009-04-07,38.5961,110.3660,68.0847,5.6580,1.0737,4.5843,116.5300,116.6700,114.1900,115.0000,14.5592,19163600,0.0000,1.0000,15.3833
2800,2009-04-08,40.3110,111.3490,69.7865,5.7601,0.9406,4.8194,115.4300,116.7900,114.5800,116.3200,14.7263,16272500,0.0000,1.0000,15.8758
2801,2009-04-09,42.5636,112.3190,73.6327,6.0337,0.9714,5.0623,118.4200,120.0000,117.9600,119.5700,15.1377,18955600,0.0000,1.0000,15.6859
2802,2009-04-13,44.7826,113.6560,74.3581,6.2311,0.9351,5.2961,120.0100,120.9800,119.0000,120.2200,15.2200,13901300,0.0000,1.0000,15.7910
2803,2009-04-14,45.2507,115.0380,68.2296,6.1624,0.6931,5.4693,119.5700,120.1700,117.2500,118.3100,14.9782,16236500,0.0000,1.0000,15.6862
2804,2009-04-15,44.4656,116.2900,66.1060,5.9849,0.4125,5.5724,117.2000,118.2500,115.7600,117.6400,14.8934,14745800,0.0000,1.0000,15.8429
2805,2009-04-16,45.1847,117.5660,71.6760,6.0816,0.4073,5.6743,119.1900,123.1500,118.7900,121.4500,15.3757,21194500,0.0000,1.0000,15.9302
2806,2009-04-17,46.0918,118.6370,74.1195,6.2452,0.4567,5.7885,121.1800,124.2500,120.2500,123.4200,15.6251,17767700,0.0000,1.0000,16.1088
2807,2009-04-20,46.0463,119.0880,64.8988,6.0692,0.2246,5.8446,121.7300,122.9900,119.1600,120.5000,15.2555,16659500,0.0000,1.0000,16.7202
2808,2009-04-21,45.5551,119.4190,66.8746,5.9627,0.0945,5.8682,118.8900,122.1400,118.6000,121.7600,15.4150,16810200,0.0000,1.0000,16.8013
2809,2009-04-22,46.0814,120.0700,66.0549,5.7914,-0.0615,5.8529,122.6300,125.3500,121.2000,121.5100,15.3833,33527400,0.0000,1.0000,16.7747
2810,2009-04-23,47.0237,120.9780,71.9904,5.9015,0.0389,5.8626,126.6200,127.2000,123.5100,125.4000,15.8758,33755600,0.0000,1.0000,16.3392
2811,2009-04-24,47.4055,121.4110,66.9730,5.8008,-0.0494,5.8502,124.6400,125.1400,122.9700,123.9000,15.6859,19313000,0.0000,1.0000,16.3556
2812,2009-04-27,47.4661,121.8620,68.3301,5.7220,-0.1025,5.8246,122.9000,125.0000,122.6600,124.7300,15.7910,17167500,0.0000,1.0000,16.4037
2813,2009-04-28,47.9120,122.4212,65.3535,5.5291,-0.2364,5.7655,123.3501,126.2100,123.2600,123.9020,15.6862,16280600,0.0000,1.0000,15.7517
2814,2009-04-29,48.5168,123.1712,67.6916,5.4136,-0.2815,5.6951,124.8500,126.8500,123.8300,125.1400,15.8429,16361100,0.0000,1.0000,15.1276
2815,2009-04-30,49.1114,123.6092,68.9877,5.3165,-0.3029,5.6194,126.2200,127.0000,124.9200,125.8300,15.9302,17803200,0.0000,1.0000,15.5656
2816,2009-05-01,49.9712,123.9912,71.5765,5.2924,-0.2616,5.5540,125.8000,127.9500,125.8000,127.2400,16.1088,14197000,0.0000,1.0000,15.4985
2817,2009-05-04,51.8612,125.1482,78.4300,5.5984,0.0355,5.5629,128.2400,132.2500,127.6800,132.0700,16.7202,21762800,0.0000,1.0000,16.0341
2818,2009-05-05,53.6865,126.2432,79.1695,5.8254,0.2100,5.6154,131.7500,132.8600,131.1200,132.7100,16.8013,14223400,0.0000,1.0000,16.1353
2819,2009-05-06,54.2839,127.3422,78.1922,5.9202,0.2438,5.6763,133.3300,133.5000,130.2200,132.5000,16.7747,16912100,0.0000,1.0000,15.9353
